Pearson r,Semipartial r,Pearson p,Semipartial p
-0.8018046990913803,-0.6865891160872846,7.0776563246415245e-09,5.263048447801885e-06
-0.7747172841556464,-0.3820638260819667,4.7094047876360824e-08,0.02351722516769039
-0.7969840707348291,-0.6411548414464265,1.0122767660033183e-08,3.3269284582796635e-05
-0.7846145168517225,-0.48472853826710793,2.431330093601734e-08,0.0031673471392300347
-0.7771331434995161,-0.25153682719881576,4.0199504249582874e-08,0.14494472397372943
-0.7967447543945945,-0.667805103940877,1.0301644707528787e-08,1.1717205184038512e-05
-0.7779819330655231,-0.4135362571010803,3.800724032302629e-08,0.013536895283808756
-0.7939701670781192,-0.6063580579119197,1.2600210087833504e-08,0.00011296288871107112
-0.7941393497835059,-0.6404074879379603,1.2447498823875874e-08,3.420856447770553e-05
-0.7943807457521374,-0.633655895664871,1.2232565342876632e-08,4.384623886124155e-05
-0.8016416041644168,-0.6920884179775492,7.164999915439084e-09,4.1172980281614695e-06
-0.7841722076502269,-0.5003370804597881,2.5060632969317456e-08,0.0022070471764872594
-0.7873967326180007,-0.43459110957290525,2.0064762267747758e-08,0.009086573722349514
-0.7811407087118803,-0.34476761694028246,3.078179818572252e-08,0.04253377460396966
-0.782241795356418,-0.295925150265457,2.8577286434099036e-08,0.08434150192551534
-0.7882275141599436,-0.6070546539337203,1.8936007598745128e-08,0.00011038642769810634
-0.7931116235415083,-0.6520406829525782,1.340221348865934e-08,2.1989206255710183e-05
-0.7753760185982487,-0.39509732473496806,4.51133036077857e-08,0.01882320745238996
-0.7938049159611844,-0.6050439958215694,1.2751042759004667e-08,0.00011797069617986759
-0.7891492261398333,-0.5724244132551938,1.7752525057118993e-08,0.00032669897525321195
-0.7967627314967071,-0.578522438119935,1.02881068664299e-08,0.00027225992238268874
-0.7661741771743826,-0.10740157383941476,8.118831114514636e-08,0.5391486799565671
-0.7826839324631578,-0.4787751222403287,2.7733830375012926e-08,0.00361944246576132
-0.7683649814878082,-0.0551045671452801,7.076049268093498e-08,0.7532154032062326
-0.8016378424747004,-0.7358515016409676,7.167026158475893e-09,4.732459627591709e-07
-0.7957389830258013,-0.639737179032584,1.108583122135595e-08,3.507135069172981e-05
-0.7972401354850175,-0.5954609568220451,9.934555570971737e-09,0.0001609486584194304
-0.7807975107023568,-0.2991305107916429,3.150036458028332e-08,0.08087528475511534
-0.7730883502399775,-0.3074982680603281,5.234157852104833e-08,0.07234558374886932
-0.7828582487301221,-0.47598904754069177,2.7407654383515732e-08,0.003849553897154461
-0.7735272963565586,-0.21943854536174842,5.0876873276016706e-08,0.2053080200019366
-0.7879455077402839,-0.4571816274448666,1.931241000964238e-08,0.005760714398000316
-0.7883440457901678,-0.39152155518964393,1.8782457556288904e-08,0.02002559135677631
-0.787528909023186,-0.4760793871549471,1.9881117963259763e-08,0.003841898360233075
-0.7909809310159828,-0.5287089525954932,1.560084107338845e-08,0.0010941545275746775
-0.7821626630361831,-0.20302331508066226,2.8730720971893377e-08,0.24211678106173357
-0.7777416848636644,-0.2510211429736904,3.861628650086513e-08,0.14579829785187295
-0.7832543061706212,-0.5121705735851254,2.667968354763996e-08,0.0016591500228604942
-0.7861050328059056,-0.43492345317286607,2.1943761561657635e-08,0.009027797306229995
-0.7845212920155806,-0.578653554309555,2.4469081628321634e-08,0.00027118423205368274
-0.7895635083683001,-0.44374794118413025,1.7243175429247535e-08,0.0075812731137229195
-0.7848780877209397,-0.36114747823979665,2.387780944274159e-08,0.03304702498787279
-0.7851687921159818,-0.4535651113164288,2.3405846762107877e-08,0.006209351206515489
-0.7972262488253896,-0.6871312666239646,9.944678945413239e-09,5.138394986401169e-06
-0.7795691560842526,-0.372310473689281,3.420102196360143e-08,0.02763091429484803
-0.7803841106943852,-0.5290001330145465,3.238646376378791e-08,0.001085957649081881
-0.7871919505493434,-0.4469423326989659,2.0352380644334024e-08,0.007108935305607867
-0.7959390620772959,-0.6874592996724573,1.0925567866124803e-08,5.064285549628546e-06
-0.7844558484067555,-0.546288573555223,2.4578989341060716e-08,0.0006863815416262338
-0.7945065841327963,-0.6170929029220933,1.2121887042689827e-08,7.868189453361745e-05
-0.7813143503918107,-0.5239435693623632,3.042403107622617e-08,0.001236271844635162
-0.78900378143757,-0.4739175484007716,1.7934617467666397e-08,0.004028757400416223
-0.7810424120889206,-0.3738198369587442,3.098604358410479e-08,0.026958144055902602
-0.7867291667762073,-0.3898380917424341,2.101644830897033e-08,0.020613413702582056
-0.777172086965644,-0.4206739171193139,4.0096420013854003e-08,0.01185801021779997
-0.7890358875660144,-0.569425513663484,1.7894273780248667e-08,0.00035687357399955395
-0.7992601188625075,-0.7001539800301358,8.559398143841559e-09,2.8442724929607986e-06
-0.7927129167959637,-0.6837471314249673,1.3790480385831793e-08,5.962777147480128e-06
-0.7873709643595499,-0.5118733968241225,2.010074638136617e-08,0.0016712916670850475
-0.7821133680685042,-0.3356946485768795,2.8826686091022286e-08,0.04866661117726954
-0.8018959866084889,-0.740628622768292,7.029199367300963e-09,3.6429710171814213e-07
-0.7862368395019571,-0.5391833438216198,2.1744837534714084e-08,0.0008312722291068617
-0.7964339537857076,-0.46131020969658104,1.053831588179667e-08,0.005282878569525232
-0.8013303200879767,-0.6948140692639253,7.334478461929317e-09,3.638331372502837e-06
-0.7712678788944529,-0.1503966046389689,5.88410406499299e-08,0.3884867543996873
-0.7913493063976118,-0.5301013354877238,1.5198349334238798e-08,0.001055445492075483
-0.7642367248593429,-0.13170423112085455,9.157153401178326e-08,0.450747378440158
-0.7868417718902672,-0.520940042853665,2.0853049394501877e-08,0.0013339722217503493
